gene_id,gene_name,gene_length,completeness,cohort_origin,phylum,genus,kegg,eggNOG,sample_freq,individual_freq,eggNOG_funccat,kegg_funccat,cohort_assembled
1511378,MH0088_GL0081975,1245,Lack 5'-end,EUR,unknown,unknown,K03553,COG0468,0.22730860299921102,0.22056074766355102,Replication and Repair,"Replication, recombination and repair",EUR;USA
1512119,MH0166_GL0058133,1245,Lack 5'-end,EUR,Firmicutes,Ruminococcus,K03553,COG0468,0.628255722178374,0.645794392523364,Replication and Repair,"Replication, recombination and repair",EUR;CHN;USA
1512163,MH0175_GL0077886,1245,Complete,EUR,unknown,unknown,K03553,COG0468,0.00868192580899763,0.00841121495327103,Replication and Repair,"Replication, recombination and repair",EUR
1513497,MH0334_GL0079869,1245,Lack 5'-end,EUR,Firmicutes,Faecalibacterium,K03553,COG0468,0.805051302288871,0.799065420560748,Replication and Repair,"Replication, recombination and repair",EUR;CHN;USA
1523783,V1.CD2-0-PT_GL0082897,1242,Complete,EUR,Firmicutes,Streptococcus,K03553,COG0468,0.0323599052880821,0.0308411214953271,Replication and Repair,"Replication, recombination and repair",EUR;CHN
1526978,944560.HMPREF9058_2017,1242,Complete,SP,Actinobacteria,Actinomyces,K03553,COG0468,0.0441988950276243,0.0345794392523364,Replication and Repair,"Replication, recombination and repair",
1527286,MH0020_GL0028579,1239,Complete,EUR,unknown,unknown,K03553,COG0468,0.226519337016575,0.223364485981308,Replication and Repair,"Replication, recombination and repair",EUR;CHN;USA
1527706,MH0088_GL0069632,1239,Complete,EUR,unknown,unknown,K03553,COG0468,0.21389108129439605,0.22429906542056102,Replication and Repair,"Replication, recombination and repair",EUR;CHN;USA
1528183,MH0141_GL0097897,1239,Complete,EUR,unknown,unknown,K03553,COG0468,0.0007892659826361481,0.0009345794392523359,Replication and Repair,"Replication, recombination and repair",EUR
1532407,V1.CD55-0_GL0128452,1239,Complete,EUR,unknown,unknown,K03553,COG0468,0.0284135753749013,0.0327102803738318,Replication and Repair,"Replication, recombination and repair",EUR;CHN
1533261,V1.UC55-4_GL0102044,1239,Complete,EUR,unknown,unknown,K03553,COG0468,0.117600631412786,0.125233644859813,Replication and Repair,"Replication, recombination and repair",EUR;CHN
1537893,MH0270_GL0091288,1236,Complete,EUR,unknown,unknown,unknown,COG0468,0.00315706393054459,0.00280373831775701,unknown,"Replication, recombination and repair",EUR
1539365,MH0430_GL0112681,1236,Complete,EUR,Firmicutes,Ruminococcus,K03553,COG0468,0.0528808208366219,0.0532710280373832,Replication and Repair,"Replication, recombination and repair",EUR;USA
1542849,HT14A_GL0055586,1236,Complete,CHN,unknown,unknown,K03553,COG0468,0.569060773480663,0.566355140186916,Replication and Repair,"Replication, recombination and repair",EUR;CHN;USA
1547797,MH0416_GL0106532,1233,Complete,EUR,unknown,unknown,K03553,COG0468,0.00631412786108919,0.007476635514018691,Replication and Repair,"Replication, recombination and repair",EUR
1548549,O2.UC22-1_GL0173817,1233,Complete,EUR,unknown,unknown,K03553,COG0468,0.258879242304657,0.257009345794392,Replication and Repair,"Replication, recombination and repair",EUR;CHN
1548955,O2.UC50-0_GL0015862,1233,Complete,EUR,unknown,unknown,K03553,COG0468,0.0568271507498027,0.0598130841121495,Replication and Repair,"Replication, recombination and repair",EUR;CHN
1551836,159207311-stool1_revised_scaffold22536_1_gene184662,1233,Complete,USA,unknown,unknown,K03553,COG0468,0.0007892659826361481,0.0009345794392523359,Replication and Repair,"Replication, recombination and repair",USA
1555097,MH0276_GL0028403,1230,Complete,EUR,unknown,unknown,K03553,COG0468,0.0007892659826361481,0.0009345794392523359,Replication and Repair,"Replication, recombination and repair",EUR
1555586,MH0337_GL0098720,1230,Complete,EUR,unknown,unknown,K03553,COG0468,0.0260457774269929,0.0271028037383178,Replication and Repair,"Replication, recombination and repair",EUR;CHN;USA
1557165,O2.UC21-2_GL0108993,1230,Complete,EUR,unknown,unknown,K03553,COG0468,0.152328334648777,0.162616822429907,Replication and Repair,"Replication, recombination and repair",EUR;CHN;USA
1559118,DOF010_GL0023627,1230,Lack 5'-end,CHN,Firmicutes,Streptococcus,K03553,COG0468,0.04262036306235201,0.0495327102803738,Replication and Repair,"Replication, recombination and repair",EUR;CHN
1563873,MH0281_GL0037060,1227,Complete,EUR,unknown,unknown,K03553,COG0468,0.0142067876874507,0.014018691588784998,Replication and Repair,"Replication, recombination and repair",EUR;USA
1564437,MH0357_GL0054248,1227,Complete,EUR,unknown,unknown,K03553,COG0468,0.0039463299131807395,0.004672897196261679,Replication and Repair,"Replication, recombination and repair",EUR
1568712,T2D-54A_GL0029900,1227,Complete,CHN,unknown,unknown,K03553,COG0468,0.00315706393054459,0.00373831775700935,Replication and Repair,"Replication, recombination and repair",EUR;CHN
1571327,MH0144_GL0103744,1224,Complete,EUR,unknown,unknown,K03553,COG0468,0.0236779794790845,0.0233644859813084,Replication and Repair,"Replication, recombination and repair",EUR;CHN
1573069,MH0335_GL0029099,1224,Complete,EUR,unknown,unknown,K03553,COG0468,0.0015785319652723,0.00186915887850467,Replication and Repair,"Replication, recombination and repair",EUR
1575808,V1.FI06_GL0089242,1224,Complete,EUR,unknown,unknown,K03553,COG0468,0.0386740331491713,0.0411214953271028,Replication and Repair,"Replication, recombination and repair",EUR
1576188,V1.UC11-5_GL0109090,1224,Lack 5'-end,EUR,unknown,unknown,K03553,COG0468,0.718232044198895,0.71588785046729,Replication and Repair,"Replication, recombination and repair",EUR;CHN;USA
1576771,DLM019_GL0051902,1224,Complete,CHN,unknown,unknown,K03553,COG0468,0.08524072612470401,0.08878504672897199,Replication and Repair,"Replication, recombination and repair",EUR;CHN;USA
1592827,O2.UC7-1_GL0137654,1218,Complete,EUR,unknown,unknown,K03553,COG0468,0.00947119179163378,0.007476635514018691,Replication and Repair,"Replication, recombination and repair",EUR
1593044,V1.CD3-0-PN_GL0105726,1218,Complete,EUR,unknown,unknown,K03553,COG0468,0.175217048145225,0.160747663551402,Replication and Repair,"Replication, recombination and repair",EUR;USA
1596625,MH0012_GL0118155,1215,Complete,EUR,unknown,unknown,K03553,COG0468,0.0591949486977111,0.0626168224299065,Replication and Repair,"Replication, recombination and repair",EUR;USA
1598655,MH0234_GL0125429,1215,Complete,EUR,unknown,unknown,K03553,COG0468,0.16574585635359101,0.18785046728972,Replication and Repair,"Replication, recombination and repair",EUR;CHN
1598914,MH0262_GL0119227,1215,Complete,EUR,unknown,unknown,K03553,COG0468,0.0007892659826361481,0.0009345794392523359,Replication and Repair,"Replication, recombination and repair",EUR
1604549,158499257-stool1_revised_C1423899_1_gene15995,1215,Complete,USA,unknown,unknown,K03553,COG0468,0.00552486187845304,0.00560747663551402,Replication and Repair,"Replication, recombination and repair",USA
1604551,158499257-stool1_revised_C1458098_1_gene33909,1215,Complete,USA,unknown,unknown,K03553,COG0468,0.0015785319652723,0.0009345794392523359,Replication and Repair,"Replication, recombination and repair",USA
1607254,MH0191_GL0075050,1212,Complete,EUR,unknown,unknown,K03553,COG0468,0.0386740331491713,0.0373831775700935,Replication and Repair,"Replication, recombination and repair",EUR;USA
1607869,MH0252_GL0163223,1212,Complete,EUR,unknown,unknown,K03553,COG0468,0.0134175217048145,0.0158878504672897,Replication and Repair,"Replication, recombination and repair",EUR;CHN
1608283,MH0307_GL0001954,1212,Lack 5'-end,EUR,unknown,unknown,K03553,COG0468,0.805051302288871,0.808411214953271,Replication and Repair,"Replication, recombination and repair",EUR;CHN;USA
1608386,MH0316_GL0194172,1212,Complete,EUR,unknown,unknown,K03553,COG0468,0.0860299921073402,0.0785046728971963,Replication and Repair,"Replication, recombination and repair",EUR;CHN;USA
1609058,MH0376_GL0030467,1212,Complete,EUR,unknown,unknown,K03553,COG0468,0.00631412786108919,0.007476635514018691,Replication and Repair,"Replication, recombination and repair",EUR;CHN;USA
1610266,O2.UC18-1_GL0211560,1212,Lack 5'-end,EUR,unknown,unknown,K03553,COG0468,0.27782162588792403,0.27850467289719605,Replication and Repair,"Replication, recombination and repair",EUR;CHN;USA
1610407,O2.UC28-0_GL0006893,1212,Complete,EUR,unknown,unknown,K03553,COG0468,0.026835043409628997,0.0224299065420561,Replication and Repair,"Replication, recombination and repair",EUR
1613158,T2D-31A_GL0059456,1212,Complete,CHN,Actinobacteria,unknown,K03553,COG0468,0.0142067876874507,0.0168224299065421,Replication and Repair,"Replication, recombination and repair",CHN
1613250,T2D-61A_GL0007284,1212,Complete,CHN,Firmicutes,unknown,K03553,COG0468,0.30071033938437297,0.30467289719626195,Replication and Repair,"Replication, recombination and repair",EUR;CHN
1613372,ED16A_GL0063262,1212,Complete,CHN,unknown,unknown,K03553,COG0468,0.0015785319652723,0.00186915887850467,Replication and Repair,"Replication, recombination and repair",CHN
1613494,158337416-stool2_revised_C1001362_1_gene7909,1212,Complete,USA,unknown,unknown,K03553,COG0468,0.00236779794790845,0.00186915887850467,Replication and Repair,"Replication, recombination and repair",USA
1617375,MH0293_GL0047232,1209,Complete,EUR,unknown,unknown,K03553,COG0468,0.0481452249408051,0.0514018691588785,Replication and Repair,"Replication, recombination and repair",EUR;CHN;USA
1617577,MH0322_GL0016103,1209,Complete,EUR,unknown,unknown,K03553,COG0468,0.33464877663772696,0.33644859813084105,Replication and Repair,"Replication, recombination and repair",EUR
1619436,O2.UC1-2_GL0105187,1209,Complete,EUR,unknown,unknown,K03553,COG0468,0.015785319652723,0.011214953271027998,Replication and Repair,"Replication, recombination and repair",EUR
1619877,O2.UC47-0_GL0060564,1209,Complete,EUR,unknown,unknown,K03553,COG0468,0.00315706393054459,0.00186915887850467,Replication and Repair,"Replication, recombination and repair",EUR
1620553,V1.CD53-0_GL0059429,1209,Lack 5'-end,EUR,Actinobacteria,Collinsella,K03553,COG0468,0.544593528018942,0.521495327102804,Replication and Repair,"Replication, recombination and repair",EUR;USA
1620920,V1.FI18_GL0115448,1209,Complete,EUR,unknown,unknown,K03553,COG0468,0.0820836621941594,0.0785046728971963,Replication and Repair,"Replication, recombination and repair",EUR;CHN
1626221,MH0252_GL0201163,1206,Complete,EUR,unknown,unknown,K03553,COG0468,0.0220994475138122,0.0242990654205607,Replication and Repair,"Replication, recombination and repair",EUR
1626648,MH0302_GL0044944,1206,Complete,EUR,unknown,unknown,K03553,COG0468,0.0039463299131807395,0.004672897196261679,Replication and Repair,"Replication, recombination and repair",EUR
1628296,MH0454_GL0027905,1206,Complete,EUR,unknown,unknown,K03553,COG0468,0.00315706393054459,0.00373831775700935,Replication and Repair,"Replication, recombination and repair",EUR
1628360,MH0458_GL0158357,1206,Complete,EUR,unknown,unknown,K03553,COG0468,0.00315706393054459,0.00373831775700935,Replication and Repair,"Replication, recombination and repair",EUR
1628607,O2.UC19-1_GL0059287,1206,Complete,EUR,unknown,unknown,K03553,COG0468,0.0205209155485399,0.0196261682242991,Replication and Repair,"Replication, recombination and repair",EUR
1630663,DLM014_GL0015267,1206,Complete,CHN,unknown,unknown,K03553,COG0468,0.00947119179163378,0.011214953271027998,Replication and Repair,"Replication, recombination and repair",CHN
1640482,N089A_GL0036043,1203,Complete,CHN,unknown,unknown,K03553,COG0468,0.00315706393054459,0.00373831775700935,Replication and Repair,"Replication, recombination and repair",CHN
1644787,MH0233_GL0113838,1200,Complete,EUR,unknown,unknown,K03553,COG0468,0.16337805840568304,0.151401869158879,Replication and Repair,"Replication, recombination and repair",EUR;CHN
1646034,MH0361_GL0104942,1200,Complete,EUR,unknown,unknown,K03553,COG0468,0.0165745856353591,0.0168224299065421,Replication and Repair,"Replication, recombination and repair",EUR;USA
1646936,MH0434_GL0238988,1200,Complete,EUR,Firmicutes,unknown,K03553,COG0468,0.0489344909234412,0.0532710280373832,Replication and Repair,"Replication, recombination and repair",EUR
1648531,V1.CD55-0_GL0151114,1200,Complete,EUR,unknown,unknown,K03553,COG0468,0.0173638516179953,0.0186915887850467,Replication and Repair,"Replication, recombination and repair",EUR;CHN
1652836,MH0093_GL0038000,1197,Complete,EUR,Spirochaetes,unknown,K03553,COG0468,0.0228887134964483,0.0261682242990654,Replication and Repair,"Replication, recombination and repair",EUR;CHN;USA
1653033,MH0111_GL0021088,1197,Complete,EUR,unknown,unknown,K03553,COG0468,0.28492501973165,0.289719626168224,Replication and Repair,"Replication, recombination and repair",EUR;CHN;USA
1655752,MH0367_GL0107091,1197,Complete,EUR,unknown,unknown,K03553,COG0468,0.0015785319652723,0.00186915887850467,Replication and Repair,"Replication, recombination and repair",EUR;USA
1655971,MH0382_GL0036023,1197,Complete,EUR,unknown,unknown,K03553,COG0468,0.0142067876874507,0.0149532710280374,Replication and Repair,"Replication, recombination and repair",EUR
1660233,T2D-140A_GL0035112,1197,Complete,CHN,Firmicutes,Faecalibacterium,K03553,COG0468,0.0489344909234412,0.0504672897196262,Replication and Repair,"Replication, recombination and repair",CHN
1660975,159632143-stool1_revised_C935860_1_gene65820,1197,Lack 5'-end,USA,unknown,unknown,K03553,COG0468,0.0284135753749013,0.0289719626168224,Replication and Repair,"Replication, recombination and repair",EUR;CHN;USA
1663112,MH0130_GL0050047,1194,Complete,EUR,unknown,unknown,K03553,COG0468,0.00236779794790845,0.00280373831775701,Replication and Repair,"Replication, recombination and repair",EUR
1663469,MH0169_GL0022090,1194,Complete,EUR,unknown,unknown,K03553,COG0468,0.0015785319652723,0.00186915887850467,Replication and Repair,"Replication, recombination and repair",EUR
1664149,MH0224_GL0167980,1194,Complete,EUR,unknown,unknown,K03553,COG0468,0.0039463299131807395,0.004672897196261679,Replication and Repair,"Replication, recombination and repair",EUR
1664717,MH0274_GL0155869,1194,Complete,EUR,unknown,unknown,K03553,COG0468,0.687450670876085,0.703738317757009,Replication and Repair,"Replication, recombination and repair",EUR;CHN
1665482,MH0355_GL0006826,1194,Complete,EUR,unknown,unknown,K03553,COG0468,0.00868192580899763,0.009345794392523359,Replication and Repair,"Replication, recombination and repair",EUR;CHN
1666988,O2.UC13-1_GL0091405,1194,Lack 5'-end,EUR,Firmicutes,Subdoligranulum,K03553,COG0468,0.523283346487766,0.5457943925233639,Replication and Repair,"Replication, recombination and repair",EUR;CHN;USA
1668721,V1.UC13-3_GL0123428,1194,Complete,EUR,unknown,unknown,K03553,COG0468,0.0110497237569061,0.011214953271027998,Replication and Repair,"Replication, recombination and repair",EUR
1669001,V1.UC40-1_GL0023968,1194,Complete,EUR,unknown,unknown,K03553,COG0468,0.00236779794790845,0.00186915887850467,Replication and Repair,"Replication, recombination and repair",EUR
1671726,MH0002_GL0024475,1191,Complete,EUR,unknown,unknown,K03553,COG0468,0.0552486187845304,0.0504672897196262,Replication and Repair,"Replication, recombination and repair",EUR;USA
1671741,MH0002_GL0061237,1191,Complete,EUR,unknown,unknown,K03553,COG0468,0.0505130228887135,0.0476635514018692,Replication and Repair,"Replication, recombination and repair",EUR;CHN;USA
1671988,MH0012_GL0059181,1191,Complete,EUR,unknown,unknown,K03553,COG0468,0.0323599052880821,0.0299065420560748,Replication and Repair,"Replication, recombination and repair",EUR;USA
1672124,MH0024_GL0005432,1191,Complete,EUR,unknown,unknown,K03553,COG0468,0.0805051302288871,0.0813084112149533,Replication and Repair,"Replication, recombination and repair",EUR;CHN;USA
1672599,MH0089_GL0079659,1191,Complete,EUR,unknown,unknown,K03553,COG0468,0.0560378847671665,0.0523364485981308,Replication and Repair,"Replication, recombination and repair",EUR;USA
1672645,MH0094_GL0041446,1191,Complete,EUR,unknown,unknown,K03553,COG0468,0.0844514601420679,0.0775700934579439,Replication and Repair,"Replication, recombination and repair",EUR;USA
1673287,MH0145_GL0114074,1191,Complete,EUR,unknown,unknown,K03553,COG0468,0.00236779794790845,0.00280373831775701,Replication and Repair,"Replication, recombination and repair",EUR
1673826,MH0197_GL0002401,1191,Complete,EUR,unknown,unknown,K03553,COG0468,0.0378847671665351,0.0383177570093458,Replication and Repair,"Replication, recombination and repair",EUR
1674991,MH0318_GL0235693,1191,Complete,EUR,unknown,unknown,K03553,COG0468,0.00473559589581689,0.00373831775700935,Replication and Repair,"Replication, recombination and repair",EUR
1675015,MH0321_GL0105172,1191,Lack 5'-end,EUR,unknown,unknown,K03553,COG0468,0.00552486187845304,0.00560747663551402,Replication and Repair,"Replication, recombination and repair",EUR
1675196,MH0341_GL0075797,1191,Complete,EUR,Actinobacteria,Bifidobacterium,K03553,COG0468,0.218626677190213,0.19439252336448604,Replication and Repair,"Replication, recombination and repair",EUR;CHN
1676609,MH0448_GL0065719,1191,Complete,EUR,unknown,unknown,K03553,COG0468,0.0110497237569061,0.0130841121495327,Replication and Repair,"Replication, recombination and repair",EUR
1678016,V1.CD43-0_GL0096077,1191,Complete,EUR,Firmicutes,Faecalibacterium,K03553,COG0468,0.7995264404104179,0.8028037383177571,Replication and Repair,"Replication, recombination and repair",EUR;USA
1679207,DLM007_GL0054101,1191,Complete,CHN,unknown,unknown,K03553,COG0468,0.0134175217048145,0.0158878504672897,Replication and Repair,"Replication, recombination and repair",EUR;CHN
1680640,158458797-stool1_revised_scaffold22790_1_gene115443,1191,Complete,USA,unknown,unknown,K03553,COG0468,0.0520915548539858,0.0476635514018692,Replication and Repair,"Replication, recombination and repair",USA
1680858,160178356-stool1_revised_C593122_1_gene37208,1191,Lack 5'-end,USA,Firmicutes,Blautia,K03553,COG0468,0.7332280978689821,0.7280373831775699,Replication and Repair,"Replication, recombination and repair",EUR;CHN;USA
1683209,MH0143_GL0125531,1188,Complete,EUR,unknown,unknown,K03553,COG0468,0.0007892659826361481,0.0009345794392523359,Replication and Repair,"Replication, recombination and repair",EUR
1684692,MH0280_GL0227462,1188,Complete,EUR,unknown,unknown,K03553,COG0468,0.26835043409629,0.25981308411215,Replication and Repair,"Replication, recombination and repair",EUR;CHN;USA
1685081,MH0329_GL0086923,1188,Complete,EUR,unknown,unknown,K03553,COG0468,0.0118389897395422,0.0130841121495327,Replication and Repair,"Replication, recombination and repair",EUR;USA
1685544,MH0369_GL0007715,1188,Complete,EUR,unknown,unknown,K03553,COG0468,0.0315706393054459,0.0299065420560748,Replication and Repair,"Replication, recombination and repair",EUR
1685867,MH0390_GL0024793,1188,Complete,EUR,unknown,unknown,K03553,COG0468,0.00315706393054459,0.00280373831775701,Replication and Repair,"Replication, recombination and repair",EUR
1686108,MH0408_GL0253741,1188,Complete,EUR,unknown,unknown,K03553,COG0468,0.0181531176006314,0.0205607476635514,Replication and Repair,"Replication, recombination and repair",EUR;USA
1686863,O2.UC11-2_GL0107773,1188,Complete,EUR,Firmicutes,Faecalibacterium,K03553,COG0468,0.7024467245461721,0.707476635514019,Replication and Repair,"Replication, recombination and repair",EUR;CHN;USA
